window_size,unique_id,phase_id,grp,sdcor,tr_model
100,O-4,6,Bullet-Machine,0.0731934719813905,FALSE
100,O-4,6,Bullet,0.8131197934465677,FALSE
100,O-4,6,Machine,0,FALSE
100,O-4,6,Residual,0.5675850618193155,FALSE
100,O-4,7,Operator-Bullet-Machine,0.13573757759514407,FALSE
100,O-4,7,Bullet-Operator,0.17972028496988898,FALSE
100,O-4,7,Operator-Machine,1.3603499891847454e-4,FALSE
100,O-4,7,Operator,0,FALSE
100,O-4,7,Bullet-Machine,0.08675845816108878,FALSE
100,O-4,7,Bullet,0.9534549310076146,FALSE
100,O-4,7,Machine,0,FALSE
100,O-4,7,Residual,0.5764967441280128,FALSE
100,O-4,8,Operator-Bullet-Machine,0.16396215718936977,FALSE
100,O-4,8,Bullet-Operator,0.2015064303283861,FALSE
100,O-4,8,Operator-Machine,0,FALSE
100,O-4,8,Operator,0,FALSE
100,O-4,8,Bullet-Machine,0.08895513870108732,FALSE
100,O-4,8,Bullet,0.9798679097084938,FALSE
100,O-4,8,Machine,0,FALSE
100,O-4,8,Residual,0.5575204531375078,FALSE
100,O-5,10,Operator-Bullet-Machine,2.1047255318265692e-5,FALSE
100,O-5,10,Bullet-Operator,0.2582337903954254,FALSE
100,O-5,10,Operator-Machine,0,FALSE
100,O-5,10,Operator,0.07895987025947089,FALSE
100,O-5,10,Bullet-Machine,0,FALSE
100,O-5,10,Bullet,0.5238318376224206,FALSE
100,O-5,10,Machine,0.07528567268196124,FALSE
100,O-5,10,Residual,0.7650205776600489,FALSE
100,O-5,1,Operator-Bullet-Machine,1.0480579164270338e-5,FALSE
100,O-5,1,Bullet-Operator,0.2584202503338288,FALSE
100,O-5,1,Operator-Machine,0,FALSE
100,O-5,1,Operator,0.07352450523163616,FALSE
100,O-5,1,Bullet-Machine,0,FALSE
100,O-5,1,Bullet,0.4912221776222506,FALSE
100,O-5,1,Machine,0.06882995014452309,FALSE
100,O-5,1,Residual,0.7364267713011758,FALSE
100,O-5,2,Operator-Bullet-Machine,0,FALSE
100,O-5,2,Bullet-Operator,0.24821938072814603,FALSE
100,O-5,2,Operator-Machine,0,FALSE
100,O-5,2,Operator,0.05240079212322041,FALSE
100,O-5,2,Bullet-Machine,0,FALSE
100,O-5,2,Bullet,0.48690280418274157,FALSE
100,O-5,2,Machine,0.0706169878551099,FALSE
100,O-5,2,Residual,0.6945176699440931,FALSE
100,O-5,3,Operator-Bullet-Machine,0,FALSE
100,O-5,3,Bullet-Operator,0.264569394257304,FALSE
100,O-5,3,Operator-Machine,0,FALSE
100,O-5,3,Operator,0.0043817958485347875,FALSE
100,O-5,3,Bullet-Machine,0,FALSE
100,O-5,3,Bullet,0.5316716295001981,FALSE
100,O-5,3,Machine,0.061751472362609326,FALSE
100,O-5,3,Residual,0.6471651008486848,FALSE
100,O-5,4,Operator-Bullet-Machine,0,FALSE
100,O-5,4,Bullet-Operator,0.27075703379468974,FALSE
100,O-5,4,Operator-Machine,0,FALSE
100,O-5,4,Operator,0.030336386708665806,FALSE
100,O-5,4,Bullet-Machine,0,FALSE
100,O-5,4,Bullet,0.5119096711612111,FALSE
100,O-5,4,Machine,0.06323300445280416,FALSE
100,O-5,4,Residual,0.6081628909586874,FALSE
100,O-5,5,Operator-Bullet-Machine,0,FALSE
100,O-5,5,Bullet-Operator,0.28662221934229487,FALSE
100,O-5,5,Operator-Machine,0,FALSE
100,O-5,5,Operator,0.050731574504599974,FALSE
100,O-5,5,Bullet-Machine,0,FALSE
100,O-5,5,Bullet,0.4377952850221255,FALSE
100,O-5,5,Machine,0.05386695585657706,FALSE
100,O-5,5,Residual,0.5616012347177142,FALSE
100,O-5,6,Operator-Bullet-Machine,0,FALSE
100,O-5,6,Bullet-Operator,0.31568829771130263,FALSE
100,O-5,6,Operator-Machine,8.948145721914563e-6,FALSE
100,O-5,6,Operator,0.06643019622742563,FALSE
100,O-5,6,Bullet-Machine,0,FALSE
100,O-5,6,Bullet,0.3846102828430343,FALSE
100,O-5,6,Machine,0.035055013503634484,FALSE
100,O-5,6,Residual,0.5419572383988113,FALSE
100,O-5,7,Operator-Bullet-Machine,0,FALSE
100,O-5,7,Bullet-Operator,0.2717413838910216,FALSE
100,O-5,7,Operator-Machine,0,FALSE
100,O-5,7,Operator,0.07483583813096151,FALSE
100,O-5,7,Bullet-Machine,0,FALSE
100,O-5,7,Bullet,0.37763220005235737,FALSE
100,O-5,7,Machine,0.042835111581225244,FALSE
100,O-5,7,Residual,0.5117426876625787,FALSE
100,O-5,8,Operator-Bullet-Machine,0,FALSE
100,O-5,8,Bullet-Operator,0.2679838339447747,FALSE
100,O-5,8,Operator-Machine,0,FALSE
100,O-5,8,Operator,0.07732054795383031,FALSE
100,O-5,8,Bullet-Machine,0,FALSE
100,O-5,8,Bullet,0.4083697721540819,FALSE
100,O-5,8,Machine,0.04335919829108978,FALSE
100,O-5,8,Residual,0.5160572366381037,FALSE
100,O-5,9,Operator-Bullet-Machine,1.3046306752648302e-5,FALSE
100,O-5,9,Bullet-Operator,0.22712952112630985,FALSE
100,O-5,9,Operator-Machine,0,FALSE
100,O-5,9,Operator,0.07695040147670475,FALSE
100,O-5,9,Bullet-Machine,0,FALSE
100,O-5,9,Bullet,0.3815945551114586,FALSE
100,O-5,9,Machine,0.06391385881210904,FALSE
100,O-5,9,Residual,0.5208919717120378,FALSE
100,O-6,4,Operator-Bullet-Machine,7.118323517249138e-4,FALSE
100,O-6,4,Bullet-Operator,0.3248256615477542,FALSE
100,O-6,4,Operator-Machine,0,FALSE
100,O-6,4,Operator,0.2767836699116855,FALSE
100,O-6,4,Bullet-Machine,0.11434091760290553,FALSE
100,O-6,4,Bullet,1.2699580153391532,FALSE
100,O-6,4,Machine,0.08625986257681247,FALSE
100,O-6,4,Residual,1.8961029098269964,FALSE
100,O-6,5,Operator-Bullet-Machine,0,FALSE
100,O-6,5,Bullet-Operator,0.3307088507111963,FALSE
100,O-6,5,Operator-Machine,1.241145955520814e-4,FALSE
100,O-6,5,Operator,0.2619131095526821,FALSE
100,O-6,5,Bullet-Machine,0.06458110514750659,FALSE
100,O-6,5,Bullet,1.3017803073465164,FALSE
100,O-6,5,Machine,0.09585489998355635,FALSE
100,O-6,5,Residual,1.9079591805153295,FALSE
100,O-6,6,Operator-Bullet-Machine,5.810762794842077e-5,FALSE
100,O-6,6,Bullet-Operator,0.43142298821803415,FALSE
100,O-6,6,Operator-Machine,1.2743797969820154e-4,FALSE
100,O-6,6,Operator,0.2351792692640391,FALSE
100,O-6,6,Bullet-Machine,0.00902435164725706,FALSE
100,O-6,6,Bullet,1.3241532498829927,FALSE
100,O-6,6,Machine,0.005297036661137701,FALSE
100,O-6,6,Residual,1.9176741386383551,FALSE
100,O-6,7,Operator-Bullet-Machine,1.5303820286564137e-4,FALSE
100,O-6,7,Bullet-Operator,0.437820464161954,FALSE
100,O-6,7,Operator-Machine,0,FALSE
100,O-6,7,Operator,0.19446827079795068,FALSE
100,O-6,7,Bullet-Machine,4.087433348068088e-4,FALSE
100,O-6,7,Bullet,1.3373473097886825,FALSE
100,O-6,7,Machine,3.6072338917420254e-4,FALSE
100,O-6,7,Residual,1.9251507830232646,FALSE
100,O-6,8,Operator-Bullet-Machine,0,FALSE
100,O-6,8,Bullet-Operator,0.39414816003635084,FALSE
100,O-6,8,Operator-Machine,1.7138896331251943e-4,FALSE
100,O-6,8,Operator,0.2388797745085684,FALSE
100,O-6,8,Bullet-Machine,7.458938262726398e-5,FALSE
100,O-6,8,Bullet,1.3614862902978873,FALSE
100,O-6,8,Machine,0.012166935671466476,FALSE
100,O-6,8,Residual,1.9532116411567333,FALSE
100,O-6,9,Operator-Bullet-Machine,9.960754650550757e-5,FALSE
100,O-6,9,Bullet-Operator,0.34688186358700396,FALSE
100,O-6,9,Operator-Machine,0,FALSE
100,O-6,9,Operator,0.22031286289167618,FALSE
100,O-6,9,Bullet-Machine,0.0038085358453275294,FALSE
100,O-6,9,Bullet,1.3272746317908826,FALSE
100,O-6,9,Machine,0.059000864276636845,FALSE
100,O-6,9,Residual,1.9383327849999867,FALSE
100,O-6,10,Operator-Bullet-Machine,0,FALSE
100,O-6,10,Bullet-Operator,0.3939597499366214,FALSE
100,O-6,10,Operator-Machine,0.08767821433152073,FALSE
100,O-6,10,Operator,0.17172971022433967,FALSE
100,O-6,10,Bullet-Machine,0.05559144988393861,FALSE
100,O-6,10,Bullet,1.2847053333402885,FALSE
100,O-6,10,Machine,0.0042841108015441495,FALSE
100,O-6,10,Residual,1.9012880128712764,FALSE
100,O-6,1,Operator-Bullet-Machine,0,FALSE
100,O-6,1,Bullet-Operator,0.368783917002272,FALSE
100,O-6,1,Operator-Machine,0.18921569918321093,FALSE
100,O-6,1,Operator,0.08994504006278194,FALSE
100,O-6,1,Bullet-Machine,0,FALSE
100,O-6,1,Bullet,1.27307560896757,FALSE
100,O-6,1,Machine,0.05154845169052727,FALSE
100,O-6,1,Residual,1.901933394047901,FALSE
100,O-6,2,Operator-Bullet-Machine,2.2985402263185303e-4,FALSE
100,O-6,2,Bullet-Operator,0.3877414801571225,FALSE
100,O-6,2,Operator-Machine,0.129038827060407,FALSE
100,O-6,2,Operator,0.09949848508658013,FALSE
100,O-6,2,Bullet-Machine,3.2394141411980866e-4,FALSE
100,O-6,2,Bullet,1.2694268410256286,FALSE
100,O-6,2,Machine,0.09917277962688453,FALSE
100,O-6,2,Residual,1.9175185414197944,FALSE
100,O-6,3,Operator-Bullet-Machine,0,FALSE
100,O-6,3,Bullet-Operator,0.3511759588183836,FALSE
100,O-6,3,Operator-Machine,1.2217915187759422e-4,FALSE
100,O-6,3,Operator,0.23229290052386903,FALSE
100,O-6,3,Bullet-Machine,0.04224904190884579,FALSE
100,O-6,3,Bullet,1.2839565378571496,FALSE
100,O-6,3,Machine,0.07937344981258596,FALSE
100,O-6,3,Residual,1.9059680886259998,FALSE
100,Pooled,5,Operator-Bullet-Machine,2.485995834251832e-5,FALSE
100,Pooled,5,Bullet-Operator,0.21000878275982277,FALSE
100,Pooled,5,Operator-Machine,0,FALSE
100,Pooled,5,Operator,0.1074265451296901,FALSE
100,Pooled,5,Bullet-Machine,0.04723565317964933,FALSE
100,Pooled,5,Bullet,0.6558839222848735,FALSE
100,Pooled,5,Machine,0.07264425001869625,FALSE
100,Pooled,5,Residual,0.8611472312457527,FALSE
100,Pooled,6,Operator-Bullet-Machine,0,FALSE
100,Pooled,6,Bullet-Operator,0.24195940354665335,FALSE
100,Pooled,6,Operator-Machine,9.199228289170612e-5,FALSE
100,Pooled,6,Operator,0.0992955592424346,FALSE
100,Pooled,6,Bullet-Machine,0.04699821737057606,FALSE
100,Pooled,6,Bullet,0.6768677398828393,FALSE
